expansion,card_code,name_ja,card_page_url,image_url,release_dates,products,illustrator_name,qa_count,qa_text,effect_text
hBP07,hBP01-024,ベスティア・ゼータ,https://hololive-official-cardgame.com/cardlist/?id=1897&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP07&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP07/hBP01-024_02_C.png,2026年03月13日(金),ブースターパック「ディーヴァフィーバー」,カードナンバー：hBP01-024,0,,"カードタイプ
ホロメン
タグ
#ID
#ID3期生
レアリティ
C
収録商品
ブースターパック「ディーヴァフィーバー」
色
HP
100
Bloomレベル
Debut
バトンタッチ
アーツ
ミッションスタート　30
エクストラ
このホロメンはデッキに何枚でも入れられる
カードナンバー：
hBP01-024"
hBP07,hBP01-044,AZKi,https://hololive-official-cardgame.com/cardlist/?id=1898&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP07&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP07/hBP01-044_02_C.png,2026年03月13日(金),ブースターパック「ディーヴァフィーバー」,カードナンバー：hBP01-044,0,,"カードタイプ
ホロメン
タグ
#JP
#0期生
#歌
レアリティ
C
収録商品
ブースターパック「ディーヴァフィーバー」
色
HP
100
Bloomレベル
Debut
バトンタッチ
アーツ
こんあずき～　20
エクストラ
このホロメンはデッキに何枚でも入れられる
カードナンバー：
hBP01-044"
hBP07,hBP01-092,オーロ・クロニー,https://hololive-official-cardgame.com/cardlist/?id=1902&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP07&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP07/hBP01-092_02_C.png,2026年03月13日(金),ブースターパック「ディーヴァフィーバー」,カードナンバー：hBP01-092,0,,"カードタイプ
ホロメン
タグ
#EN
#Promise
レアリティ
C
収録商品
ブースターパック「ディーヴァフィーバー」
色
HP
70
Bloomレベル
Debut
バトンタッチ
アーツ
クロにちは～　10
このホロメンのエール1枚を、自分の他の#Promiseを持つホロメンに付け替えられる。
エクストラ
このホロメンはデッキに何枚でも入れられる
カードナンバー：
hBP01-092"
hBP07,hBP02-024,大神ミオ,https://hololive-official-cardgame.com/cardlist/?id=1899&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP07&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP07/hBP02-024_02_C.png,2026年03月13日(金),ブースターパック「ディーヴァフィーバー」,カードナンバー：hBP02-024,0,,"カードタイプ
ホロメン
タグ
#JP
#ゲーマーズ
#ケモミミ
#料理
レアリティ
C
収録商品
ブースターパック「ディーヴァフィーバー」
色
HP
90
Bloomレベル
Debut
バトンタッチ
アーツ
うちうち、うちだよ～大神ミオだよ～　10
自分のステージのエール1枚を、自分の#JPを持つホロメンに付け替えられる。
エクストラ
このホロメンはデッキに何枚でも入れられる
カードナンバー：
hBP02-024"
hBP07,hBP03-031,赤井はあと,https://hololive-official-cardgame.com/cardlist/?id=1901&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP07&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP07/hBP03-031_02_C.png,2026年03月13日(金),ブースターパック「ディーヴァフィーバー」,カードナンバー：hBP03-031,0,,"カードタイプ
ホロメン
タグ
#JP
#1期生
#料理
レアリティ
C
収録商品
ブースターパック「ディーヴァフィーバー」
色
HP
100
Bloomレベル
Debut
バトンタッチ
アーツ
おはるーじゅ！　30
エクストラ
このホロメンはデッキに何枚でも入れられる
カードナンバー：
hBP03-031"
hBP07,hBP03-067,角巻わため,https://hololive-official-cardgame.com/cardlist/?id=1905&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP07&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP07/hBP03-067_02_C.png,2026年03月13日(金),ブースターパック「ディーヴァフィーバー」,カードナンバー：hBP03-067,0,,"カードタイプ
ホロメン
タグ
#JP
#4期生
#ケモミミ
#歌
レアリティ
C
収録商品
ブースターパック「ディーヴァフィーバー」
色
HP
110
Bloomレベル
Debut
バトンタッチ
アーツ
こんばんドドド～！　30
エクストラ
このホロメンはデッキに何枚でも入れられる
カードナンバー：
hBP03-067"
hBP07,hBP04-050,シオリ・ノヴェラ,https://hololive-official-cardgame.com/cardlist/?id=1903&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP07&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP07/hBP04-050_03_C.png,2026年03月13日(金),ブースターパック「ディーヴァフィーバー」,カードナンバー：hBP04-050,0,,"カードタイプ
ホロメン
タグ
#EN
#Advent
レアリティ
C
収録商品
ブースターパック「ディーヴァフィーバー」
色
HP
110
Bloomレベル
Debut
バトンタッチ
アーツ
しおり～ん！　30
エクストラ
このホロメンはデッキに何枚でも入れられる
カードナンバー：
hBP04-050"
hBP07,hBP04-054,ラプラス・ダークネス,https://hololive-official-cardgame.com/cardlist/?id=1904&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP07&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP07/hBP04-054_02_C.png,2026年03月13日(金),ブースターパック「ディーヴァフィーバー」,カードナンバー：hBP04-054,0,,"カードタイプ
ホロメン
タグ
#JP
#秘密結社holoX
#シューター
レアリティ
C
収録商品
ブースターパック「ディーヴァフィーバー」
色
HP
100
Bloomレベル
Debut
バトンタッチ
アーツ
貴様ら、刮目せよ！！　30
エクストラ
このホロメンはデッキに何枚でも入れられる
カードナンバー：
hBP04-054"
hBP07,hBP04-083,桃鈴ねね,https://hololive-official-cardgame.com/cardlist/?id=1906&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP07&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP07/hBP04-083_02_C.png,2026年03月13日(金),ブースターパック「ディーヴァフィーバー」,カードナンバー：hBP04-083,0,,"カードタイプ
ホロメン
タグ
#JP
#5期生
#歌
#絵
レアリティ
C
収録商品
ブースターパック「ディーヴァフィーバー」
色
HP
90
Bloomレベル
Debut
バトンタッチ
アーツ
こんねね～　10
自分のステージのホロメンが5人以下の時、自分のデッキから、#5期生を持つDebutホロメン1枚を公開し、ステージに出せる。そしてデッキをシャッフルする。
エクストラ
このホロメンはデッキに何枚でも入れられる
カードナンバー：
hBP04-083"
hBP07,hBP07-001,角巻わため,https://hololive-official-cardgame.com/cardlist/?id=1787&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP07&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP07/hBP07-001_OSR.png,2026年03月13日(金),ブースターパック「ディーヴァフィーバー」,イラストレーター名：桶乃かもくカードナンバー：hBP07-001,1,"Q: Q hBP07-008〈角巻わため〉のコラボエフェクト「もういっぺぇ」を使い、センターホロメンの〈角巻わため〉が2回アーツを使いました。 この場合、hBP07-001〈角巻わため〉の推しステージスキル「ドドドライブ」の能力によってホロパワーを2枚置くことはできますか？
A: A はい、できます。","カードタイプ
推しホロメン
レアリティ
OSR
収録商品
ブースターパック「ディーヴァフィーバー」
色
LIFE
5
推しステージスキル
ドドドライブ
自分の〈角巻わため〉がアーツを使った時、自分のデッキの上から1枚をホロパワーにする。
推しスキル
[ホロパワー：-6]
角ドリルしたろか？
[ターンに1回]このターンの間、自分のステージの〈角巻わため〉全員のアーツ+100。
イラストレーター名：
桶乃かもく
カードナンバー：
hBP07-001"
hBP07,hBP07-002,ベスティア・ゼータ,https://hololive-official-cardgame.com/cardlist/?id=1788&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP07&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP07/hBP07-002_OSR.png,2026年03月13日(金),ブースターパック「ディーヴァフィーバー」,イラストレーター名：楠ハルイカードナンバー：hBP07-002,2,"Q: Q hBP07-002〈ベスティア・ゼータ〉のSP推しスキル「不可能なんてないんだから！」の能力で、自分のアーカイブにあるhBP07-105〈BAZO〉3枚を選びました。 この場合、〈ベスティア・ゼータ〉1人にすべて付けることはできますか？
A: A いいえ、できません。

Q: Q hBP07-002〈ベスティア・ゼータ〉のSP推しスキル「不可能なんてないんだから！」の能力で、自分のアーカイブにあるhBP07-108〈Zecretary〉をhBP04-039〈カエラ・コヴァルスキア〉に付けることはできますか？
A: A いいえ、できません。","カードタイプ
推しホロメン
レアリティ
OSR
収録商品
ブースターパック「ディーヴァフィーバー」
色
LIFE
5
推しスキル
[ホロパワー：-3]
Good Luck, holoh3ro!
[ターンに1回]自分のステージのホロメン1人を選ぶ。このターンの間、選んだホロメンのアーツ+50。そのホロメンが#ID3期生を持つBuzzホロメンなら、かわりに、そのホロメンのアーツ+80。
SP推しスキル
[ホロパワー：-2]
不可能なんてないんだから！
[ゲームに1回]自分のアーカイブの[マスコットとファン]を好きな枚数選び、自分の#ID3期生を持つホロメン１人に付ける。3枚以上付けたなら、このターンの間、そのホロメンのアーツ+100。
イラストレーター名：
楠ハルイ
カードナンバー：
hBP07-002"
hBP07,hBP07-003,大神ミオ,https://hololive-official-cardgame.com/cardlist/?id=1789&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP07&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP07/hBP07-003_OSR.png,2026年03月13日(金),ブースターパック「ディーヴァフィーバー」,イラストレーター名：灯子カードナンバー：hBP07-003,2,"Q: Q 自分のデッキが残り3枚で、hBP07-003〈大神ミオ〉のSP推しスキル「みんなのママ」の能力を使いました。 この場合、1枚も手札に加えずにデッキに戻すことはできますか？
A: A いいえ、できません。

Q: Q 自分のデッキが残り1枚で、hBP07-003〈大神ミオ〉の推しスキル「神札の導き」の能力を使いました。 この場合、1枚も手札に加えずにデッキに戻すことはできますか？
A: A いいえ、できません。","カードタイプ
推しホロメン
レアリティ
OSR
収録商品
ブースターパック「ディーヴァフィーバー」
色
LIFE
5
推しスキル
[ホロパワー：-1]
神札の導き
[ターンに1回]自分のデッキの上から2枚を見る。その中から、カード1枚を手札に加える。そして残ったカードをデッキの上に戻す。
SP推しスキル
[ホロパワー：-2]
みんなのママ
[ゲームに1回]自分のデッキの上から6枚を見る。その中から、カード3枚を手札に加える。そして残ったカードを好きな順でデッキの上に戻す。その後、自分のホロメン全員のHP50回復。
イラストレーター名：
灯子
カードナンバー：
hBP07-003"
hBP07,hBP07-004,赤井はあと,https://hololive-official-cardgame.com/cardlist/?id=1790&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP07&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP07/hBP07-004_OSR.png,2026年03月13日(金),ブースターパック「ディーヴァフィーバー」,イラストレーター名：茶ちえカードナンバー：hBP07-004,4,"Q: Q 自分のステージにhBP07-039〈赤井はあと〉とhBP07-040〈赤井はあと〉がいる時、hBP07-40〈赤井はあと〉のコラボエフェクト「Haachama ♥ Restaurant」の能力で、バックポジションの〈赤井はあと〉をデッキの下に戻しました。 この場合、hBP07-004〈赤井はあと〉の推しステージスキル「はあちゃまなう」とhBP07-039〈赤井はあと〉のギフト「血ゃ舞ってる奴いる！？」のどちらから処理しますか？
A: A hBP07-004〈赤井はあと〉とhBP07-039〈赤井はあと〉持つプレイヤーが好きな順番で処理します。

Q: Q hBP07-004〈赤井はあと〉の推しスキル「ワールドワイドな最強アイドル！」の能力で、自分の〈赤井はあと〉がデッキに戻る場合、好きな順番でデッキの下に戻せますか？
A: A はい、戻せます。

Q: Q hBP07-004〈赤井はあと〉の推しスキル「ワールドワイドな最強アイドル！」の能力で、自分の〈赤井はあと〉がデッキに戻る場合、その〈赤井はあと〉に付いているカードもデッキに戻りますか？
A: A いいえ、戻りません。 付いているカードはすべてアーカイブされます。

Q: Q hBP07-004〈赤井はあと〉のステージ推しスキル「はあちゃまなう」の能力は、hBP07-096〈ちゃま旅〉の能力で自分の〈赤井はあと〉がデッキに戻った場合も発揮されますか？
A: A はい、されます。","カードタイプ
推しホロメン
レアリティ
OSR
収録商品
ブースターパック「ディーヴァフィーバー」
色
LIFE
5
推しステージスキル
はあちゃまなう
[ターンに1回]自分のターンで、自分の〈赤井はあと〉が自分の能力でステージからデッキに戻った時、自分のデッキを2枚引く。
推しスキル
[ホロパワー：-2]
ワールドワイドな最強アイドル！
[ターンに1回]自分のバックポジションのDebutホロメンの〈赤井はあと〉1人をデッキの下に戻す。その後、自分のステージの〈赤井はあと〉1人を選ぶ。このターンの間、選んだホロメンのアーツ+50。
イラストレーター名：
茶ちえ
カードナンバー：
hBP07-004"
