card_code,rarity,is_parallel_name,name_ja,sell_price_jpy,buy_price_jpy,raw_sell_price_text,raw_buy_price_text,sell_url,buy_url,is_suspicious,error_message
hBP01-104,C,0,ふつうのパソコン,680,300,680 円,300 円,https://yuyu-tei.jp/sell/hocg/card/hbp01/10124,https://yuyu-tei.jp/buy/hocg/card/hbp01/10124,0,
hBP01-104,P,1,ふつうのパソコン(パラレル/ベーシックPRパック vol.1),780,250,780 円,250 円,https://yuyu-tei.jp/sell/hocg/card/promo-hbp10/10017,https://yuyu-tei.jp/buy/hocg/card/promo-hbp10/10017,0,
hBP01-104,SR,1,ふつうのパソコン(パラレル/一条莉々華),3480,2800,"3,480 円","2,800 円",https://yuyu-tei.jp/sell/hocg/card/ohc01/10001,https://yuyu-tei.jp/buy/hocg/card/ohc01/10001,0,
hSD01-016,C,0,春先のどか,280,100,280 円,100 円,https://yuyu-tei.jp/sell/hocg/card/hsd01/10016,https://yuyu-tei.jp/buy/hocg/card/hsd01/10016,0,
hSD01-016,C,1,春先のどか(パラレル/SD08・SD09),320,100,320 円,100 円,https://yuyu-tei.jp/sell/hocg/card/hsd08/10009,https://yuyu-tei.jp/buy/hocg/card/hsd08/10009,0,
hSD01-016,P,1,春先のどか(パラレル/トリオチャレンジ2025 Spring),79800,64000,"79,800 円","64,000 円",https://yuyu-tei.jp/sell/hocg/card/promo-hsd10/10019,https://yuyu-tei.jp/buy/hocg/card/promo-hsd10/10019,0,
hSD01-017,C,0,マネちゃん(hBP04),120,10,120 円,10 円,https://yuyu-tei.jp/sell/hocg/card/hbp04/10218,https://yuyu-tei.jp/buy/hocg/card/hbp04/10218,0,
hSD01-017,P,1,マネちゃん(パラレル/ベーシックPRパック vol.3),1280,500,"1,280 円",500 円,https://yuyu-tei.jp/sell/hocg/card/promo-hsd10/10008,https://yuyu-tei.jp/buy/hocg/card/promo-hsd10/10008,0,
hSD01-017,S,1,マネちゃん(パラレル/hBP04),1980,1400,"1,980 円","1,400 円",https://yuyu-tei.jp/sell/hocg/card/hbp04/10219,https://yuyu-tei.jp/buy/hocg/card/hbp04/10219,0,
hSD01-019,C,0,スゴイパソコン,50,,50 円,,https://yuyu-tei.jp/sell/hocg/card/hsd01/10019,,0,
hSD01-019,SR,1,スゴイパソコン(パラレル/博衣こより),680,250,680 円,250 円,https://yuyu-tei.jp/sell/hocg/card/ohc01/10005,https://yuyu-tei.jp/buy/hocg/card/ohc01/10005,0,
hSD10-010,RR,0,響咲リオナ,180,,180 円,,https://yuyu-tei.jp/sell/hocg/card/hsd10/10010,,0,
hSD10-011,U,0,WHAT’S UP!!!!! KEEEEEP GROWING!!!!!,50,,50 円,,https://yuyu-tei.jp/sell/hocg/card/hsd10/10011,,0,
hSD10-012,U,0,FLOW GLOW,50,,50 円,,https://yuyu-tei.jp/sell/hocg/card/hsd10/10012,,0,
hSD10-013,C,0,ふぐ太郎,180,10,180 円,10 円,https://yuyu-tei.jp/sell/hocg/card/hsd10/10013,https://yuyu-tei.jp/buy/hocg/card/hsd10/10013,0,
hSD11-001,OSR,0,虎金妃笑虎,280,50,280 円,50 円,https://yuyu-tei.jp/sell/hocg/card/hsd11/10001,https://yuyu-tei.jp/buy/hocg/card/hsd11/10001,0,
hSD11-002,C,0,虎金妃笑虎,80,,80 円,,https://yuyu-tei.jp/sell/hocg/card/hsd11/10002,,0,
hSD11-002,P,1,虎金妃笑虎(パラレル/ベーシックPRパック vol.8),320,5,320 円,5 円,https://yuyu-tei.jp/sell/hocg/card/promo-hsd10/10043,https://yuyu-tei.jp/buy/hocg/card/promo-hsd10/10043,0,
hSD11-003,C,0,虎金妃笑虎(エラッタ前),50,,50 円,,https://yuyu-tei.jp/sell/hocg/card/hsd11/10003,,0,
hSD11-004,U,0,虎金妃笑虎(エラッタ前),220,50,220 円,50 円,https://yuyu-tei.jp/sell/hocg/card/hsd11/10004,https://yuyu-tei.jp/buy/hocg/card/hsd11/10004,0,
hSD11-005,U,0,虎金妃笑虎,220,50,220 円,50 円,https://yuyu-tei.jp/sell/hocg/card/hsd11/10005,https://yuyu-tei.jp/buy/hocg/card/hsd11/10005,0,
hSD11-006,RR,0,虎金妃笑虎,120,,120 円,,https://yuyu-tei.jp/sell/hocg/card/hsd11/10006,,0,
hSD11-007,C,0,水宮枢,220,100,220 円,100 円,https://yuyu-tei.jp/sell/hocg/card/hsd11/10007,https://yuyu-tei.jp/buy/hocg/card/hsd11/10007,0,
hSD11-007,P,1,水宮枢(パラレル/ベーシックPRパック vol.8),680,150,680 円,150 円,https://yuyu-tei.jp/sell/hocg/card/promo-hsd10/10044,https://yuyu-tei.jp/buy/hocg/card/promo-hsd10/10044,0,
hSD11-008,C,0,水宮枢,320,150,320 円,150 円,https://yuyu-tei.jp/sell/hocg/card/hsd11/10008,https://yuyu-tei.jp/buy/hocg/card/hsd11/10008,0,
hSD11-009,RR,0,水宮枢,420,200,420 円,200 円,https://yuyu-tei.jp/sell/hocg/card/hsd11/10009,https://yuyu-tei.jp/buy/hocg/card/hsd11/10009,0,
hY04-001,C,0,青エール,80,,80 円,,https://yuyu-tei.jp/sell/hocg/card/yell01/10004,,0,
hY06-001,C,0,黄エール,120,10,120 円,10 円,https://yuyu-tei.jp/sell/hocg/card/yell01/10012,https://yuyu-tei.jp/buy/hocg/card/yell01/10012,0,
