expansion,card_code,name_ja,card_page_url,image_url,release_dates,products,illustrator_name,qa_count,qa_text,effect_text
hSD06,hSD06-011,ﾁｬｷ丸,https://hololive-official-cardgame.com/cardlist/?id=544&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD06&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD06/hSD06-011_C.png,2025年02月28日(金),スタートデッキ 緑 風真いろは,イラストレーター名：なかだ絵眞カードナンバー：hSD06-011,1,"Q: Q hSD06-011〈ﾁｬｷ丸〉が付いているホロメンがダウンした時、このカードの「ダメージを受けた時」という能力で相手ホロメンに特殊ダメージを与えることはできますか？
A: A はい、与えることができます。","カードタイプ
サポート・ツール
レアリティ
C
収録商品
スタートデッキ 緑 風真いろは
能力テキスト
このツールが付いているホロメンのアーツ+10。
◆1st以上の〈風真いろは〉に付いていたら能力追加
[ターンに1回]相手のターンで、このツールが付いているホロメンがダメージを受けた時、相手のセンターホロメンに特殊ダメージ20を与える。ただし、ダウンしても相手のライフは減らない。
ツールは、自分のホロメン1人につき1枚だけ付けられる。
イラストレーター名：
なかだ絵眞
カードナンバー：
hSD06-011"
hSD06,hSD06-012,ぽこべぇ,https://hololive-official-cardgame.com/cardlist/?id=545&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD06&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD06/hSD06-012_C.png,2025年02月28日(金),スタートデッキ 緑 風真いろは,イラストレーター名：JinArt こばやかわやまとカードナンバー：hSD06-012,0,,"カードタイプ
サポート・マスコット
レアリティ
C
収録商品
スタートデッキ 緑 風真いろは
能力テキスト
このマスコットが付いているホロメンのHP+10。
◆〈風真いろは〉に付いていたら能力追加
このマスコットが付いているホロメンのHP+20。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。
イラストレーター名：
JinArt こばやかわやまと
カードナンバー：
hSD06-012"
hSD06,hBP01-048,風真いろは,https://hololive-official-cardgame.com/cardlist/?id=533&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD06&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD06/hBP01-048_C_2.png,2025年02月28日(金),【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」 / スタートデッキ 緑 風真いろは,カードナンバー：hBP01-048,0,,"カードタイプ
ホロメン
タグ
#JP
#秘密結社holoX
レアリティ
C
収録商品
【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」
スタートデッキ 緑 風真いろは
色
HP
120
Bloomレベル
Debut
バトンタッチ
アーツ
皆殿、風真いろはでござる～　20
エクストラ
このホロメンはデッキに何枚でも入れられる
カードナンバー：
hBP01-048"
hSD06,hBP01-050,風真いろは,https://hololive-official-cardgame.com/cardlist/?id=538&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD06&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD06/hBP01-050_U_2.png,2025年02月28日(金),【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」 / スタートデッキ 緑 風真いろは,カードナンバー：hBP01-050,3,"Q: Q hBP01-050〈風真いろは〉のアーツ「元気を全力でお届けします！」はエールデッキにカードが無くても使用することはできますか？
A: A はい、使用できます。

Q: Q hBP01-050〈風真いろは〉のアーツ「元気を全力でお届けします！」のエールを送る能力は、エールの色を確認した後、エールを送るホロメンを選ぶことができますか？
A: A はい、可能です。 エールデッキの上から1枚を表にして、その後エールを送るホロメンを選んでください。

Q: Q 相手のhBP01-050〈風真いろは〉のギフト「用心棒」が発揮している状態で、hBP01-009〈天音かなた〉の〈こんかなた～〉を使用することはできますか？
A: A アーツの使用を宣言できますが、正常にアーツの対象を選ぶことができないため、アーツを使ったことにはならず、ダメージを与えることはできません。 [2025/03/11更新]hBP01-009〈天音かなた〉にhBP01-114〈石の斧〉が付いている場合でも、「このツールが付いているホロメンがアーツを使った時」能力は発揮しません。","カードタイプ
ホロメン
タグ
#JP
#秘密結社holoX
レアリティ
U
収録商品
【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」
スタートデッキ 緑 風真いろは
色
HP
140
Bloomレベル
1st
バトンタッチ
キーワード
用心棒
[コラボポジション限定]相手のホロメンのアーツは、自分のコラボホロメンしか対象にできない。ただし、特殊ダメージは除く。
アーツ
元気を全力でお届けします！　20
自分のエールデッキの上から1枚を、自分の〈風真いろは〉以外の#秘密結社holoXを持つホロメンに送る。
カードナンバー：
hBP01-050"
hSD06,hBP01-104,ふつうのパソコン,https://hololive-official-cardgame.com/cardlist/?id=145&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD06&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP01/hBP01-104_C.png,2024年09月20日(金) / 2024年12月20日(金) / 2025年02月28日(金) / 2025年11月21日(金),ブースターパック「ブルーミングレディアンス」 / スタートデッキ 赤 百鬼あやめ / スタートデッキ 紫 癒月ちょこ / スタートデッキ 白 轟はじめ / スタートデッキ 緑 風真いろは / スタートデッキ 黄 不知火フレア / スタートデッキ FLOW GLOW 推し 輪堂千速 / スタートデッキ FLOW GLOW 推し 虎金妃笑虎,イラストレーター名：JinArt KABAKURAカードナンバー：hBP01-104,2,"Q: Q 自分のステージに6人のホロメンがいて、これ以上ホロメンを出すことができない時に、hBP01-104〈ふつうのパソコン〉を使用することができますか？
A: A いいえ、使用できません。

Q: Q hBP01-104〈ふつうのパソコン〉を使用し、デッキの中に望むカードがなかった場合、他にDebutホロメンがある場合でもそれを公開しなくてもよいですか？
A: A はい、公開しなくてもよいです。 その場合は、デッキをシャッフルして能力が終了します。","カードタイプ
サポート・アイテム
レアリティ
C
収録商品
ブースターパック「ブルーミングレディアンス」
スタートデッキ 赤 百鬼あやめ
スタートデッキ 紫 癒月ちょこ
スタートデッキ 白 轟はじめ
スタートデッキ 緑 風真いろは
スタートデッキ 黄 不知火フレア
スタートデッキ FLOW GLOW 推し 輪堂千速
スタートデッキ FLOW GLOW 推し 虎金妃笑虎
能力テキスト
自分のデッキから、Debutホロメン１枚を公開し、ステージに出す。そしてデッキをシャッフルする。
イラストレーター名：
JinArt KABAKURA
カードナンバー：
hBP01-104"
hSD06,hBP02-076,カスタムパソコン,https://hololive-official-cardgame.com/cardlist/?id=343&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD06&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP02/hBP02-076_C.png,2024年12月20日(金) / 2025年02月28日(金),ブースターパック「クインテットスペクトラム」 / スタートデッキ 緑 風真いろは,イラストレーター名：はずきカードナンバー：hBP02-076,1,"Q: Q hBP02-076〈カスタムパソコン〉は、手札にDebutホロメンが1枚も無い時に使用できますか？
A: A いいえ、使用できません。 プレイに際し、「自分の手札のDebutホロメン1枚を公開し、デッキの下に戻す。」を行う必要があるため、1枚も無い場合は使用できません。","カードタイプ
サポート・アイテム
レアリティ
C
収録商品
ブースターパック「クインテットスペクトラム」
スタートデッキ 緑 風真いろは
能力テキスト
自分の手札のDebutホロメン1枚を公開し、デッキの下に戻す。自分のデッキから、戻したホロメンと同じカード名のBuzz以外の1stホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
はずき
カードナンバー：
hBP02-076"
hSD06,hBP02-080,秘密結社holoX,https://hololive-official-cardgame.com/cardlist/?id=347&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD06&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP02/hBP02-080_U.png,2024年12月20日(金) / 2025年02月28日(金),ブースターパック「クインテットスペクトラム」 / スタートデッキ 緑 風真いろは,イラストレーター名：久坂んむりカードナンバー：hBP02-080,0,,"カードタイプ
サポート・イベント・LIMITED
レアリティ
U
収録商品
ブースターパック「クインテットスペクトラム」
スタートデッキ 緑 風真いろは
能力テキスト
このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#秘密結社holoxを持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
久坂んむり
カードナンバー：
hBP02-080"
hSD06,hSD01-016,春先のどか,https://hololive-official-cardgame.com/cardlist/?id=16&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD06&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD01/hSD01-016_C.png,2024年09月20日(金) / 2024年12月20日(金) / 2025年02月28日(金) / 2025年11月21日(金),ブースターパック「ブルーミングレディアンス」 / スタートデッキ「ときのそら＆AZKi」 / スタートデッキ 赤 百鬼あやめ / スタートデッキ 青 猫又おかゆ / スタートデッキ 紫 癒月ちょこ / スタートデッキ 白 轟はじめ / スタートデッキ 緑 風真いろは / スタートデッキ 黄 不知火フレア / スタートデッキ FLOW GLOW 推し 輪堂千速 / スタートデッキ FLOW GLOW 推し 虎金妃笑虎,イラストレーター名：Yoshimoカードナンバー：hSD01-016,0,,"カードタイプ
サポート・スタッフ・LIMITED
レアリティ
C
収録商品
ブースターパック「ブルーミングレディアンス」
スタートデッキ「ときのそら＆AZKi」
スタートデッキ 赤 百鬼あやめ
スタートデッキ 青 猫又おかゆ
スタートデッキ 紫 癒月ちょこ
スタートデッキ 白 轟はじめ
スタートデッキ 緑 風真いろは
スタートデッキ 黄 不知火フレア
スタートデッキ FLOW GLOW 推し 輪堂千速
スタートデッキ FLOW GLOW 推し 虎金妃笑虎
能力テキスト
自分のデッキを３枚引く。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
Yoshimo
カードナンバー：
hSD01-016"
hSD06,hSD01-017,マネちゃん,https://hololive-official-cardgame.com/cardlist/?id=17&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD06&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD01/hSD01-017_C.png,2024年09月20日(金) / 2024年12月20日(金) / 2025年02月28日(金) / 2025年08月29日(金) / 2025年11月21日(金),スタートデッキ「ときのそら＆AZKi」 / スタートデッキ 赤 百鬼あやめ / スタートデッキ 青 猫又おかゆ / スタートデッキ 紫 癒月ちょこ / スタートデッキ 白 轟はじめ / スタートデッキ 緑 風真いろは / スタートデッキ 黄 不知火フレア / スタートデッキ 白 天音かなた / スタートデッキ 赤 宝鐘マリン / スタートデッキ FLOW GLOW 推し 輪堂千速 / スタートデッキ FLOW GLOW 推し 虎金妃笑虎,イラストレーター名：株式会社HIKE / Trigonoカードナンバー：hSD01-017,2,"Q: Q 自分の手札が5枚で、デッキが0枚の時に、手札にあるhSD01-017〈マネちゃん〉を使用できますか？
A: A はい、できます。 その場合、手札をすべてデッキに戻してシャッフルした後、デッキから可能な限り引きます。

Q: Q hSD01-017〈マネちゃん〉の「このカードは、自分の手札がこのカードを含まずに１枚以上なければ使えない。」とは1枚のときも含みますか？
A: A はい、含みます。","カードタイプ
サポート・スタッフ・LIMITED
レアリティ
C
収録商品
スタートデッキ「ときのそら＆AZKi」
スタートデッキ 赤 百鬼あやめ
スタートデッキ 青 猫又おかゆ
スタートデッキ 紫 癒月ちょこ
スタートデッキ 白 轟はじめ
スタートデッキ 緑 風真いろは
スタートデッキ 黄 不知火フレア
スタートデッキ 白 天音かなた
スタートデッキ 赤 宝鐘マリン
スタートデッキ FLOW GLOW 推し 輪堂千速
スタートデッキ FLOW GLOW 推し 虎金妃笑虎
能力テキスト
このカードは、自分の手札がこのカードを含まずに１枚以上なければ使えない。
自分の手札すべてをデッキに戻してシャッフルする。そして自分のデッキを５枚引く。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
株式会社HIKE / Trigono
カードナンバー：
hSD01-017"
hSD06,hSD06-001,風真いろは,https://hololive-official-cardgame.com/cardlist/?id=532&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD06&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD06/hSD06-001_OC.png,2025年02月28日(金),【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」 / スタートデッキ 緑 風真いろは,イラストレーター名：松尾 省吾カードナンバー：hSD06-001,0,,"カードタイプ
推しホロメン
レアリティ
OC
収録商品
【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」
スタートデッキ 緑 風真いろは
色
LIFE
5
推しスキル
[ホロパワー：-2]
グリーンマイク
[ターンに1回]このターンの間、自分の緑センターホロメンのアーツ+20。
SP推しスキル
[ホロパワー：-1]
みんな頑張ろー！
[ゲームに1回]自分の緑ホロメン全員のHP20回復。
イラストレーター名：
松尾 省吾
カードナンバー：
hSD06-001"
