card_code,rarity,is_parallel_name,name_ja,sell_price_jpy,buy_price_jpy,raw_sell_price_text,raw_buy_price_text,sell_url,buy_url,is_suspicious,error_message
hBP01-032,C,0,アキ・ローゼンタール,120,,120 円,,https://yuyu-tei.jp/sell/hocg/card/hbp01/10045,,0,
hBP01-032,C,1,アキ・ローゼンタール(パラレル/hBP05),80,,80 円,,https://yuyu-tei.jp/sell/hocg/card/hbp05/10192,,0,
hBP01-032,HR,1,アキ・ローゼンタール(パラレル/HR),3980,2000,"3,980 円","2,000 円",https://yuyu-tei.jp/sell/hocg/card/hbp05/10204,https://yuyu-tei.jp/buy/hocg/card/hbp05/10204,0,
hBP01-032,P,1,アキ・ローゼンタール(パラレル/ベーシックPRパック vol.1),500,100,500 円,100 円,https://yuyu-tei.jp/sell/hocg/card/promo-hbp10/10012,https://yuyu-tei.jp/buy/hocg/card/promo-hbp10/10012,0,
hBP01-038,C,0,兎田ぺこら,180,,180 円,,https://yuyu-tei.jp/sell/hocg/card/hbp01/10051,,0,
hBP01-038,C,1,兎田ぺこら(パラレル/hBP05),80,,80 円,,https://yuyu-tei.jp/sell/hocg/card/hbp05/10193,,0,
hBP01-038,P,1,兎田ぺこら(パラレル/エントリーPRパック vol.1),1280,400,"1,280 円",400 円,https://yuyu-tei.jp/sell/hocg/card/promo-hbp10/10003,https://yuyu-tei.jp/buy/hocg/card/promo-hbp10/10003,0,
hBP01-052,C,0,アイラニ・イオフィフティーン,120,,120 円,,https://yuyu-tei.jp/sell/hocg/card/hbp01/10068,,0,
hBP01-052,C,1,アイラニ・イオフィフティーン(パラレル/hBP05),80,,80 円,,https://yuyu-tei.jp/sell/hocg/card/hbp05/10194,,0,
hBP01-052,P,1,アイラニ・イオフィフティーン(パラレル/エントリーPRパック vol.3),420,30,420 円,30 円,https://yuyu-tei.jp/sell/hocg/card/promo-hbp10/10052,https://yuyu-tei.jp/buy/hocg/card/promo-hbp10/10052,0,
hBP01-068,C,0,尾丸ポルカ,80,,80 円,,https://yuyu-tei.jp/sell/hocg/card/hbp01/10085,,0,
hBP01-068,C,1,尾丸ポルカ(パラレル/hBP05),80,,80 円,,https://yuyu-tei.jp/sell/hocg/card/hbp05/10195,,0,
hBP01-068,HR,1,尾丸ポルカ(パラレル/HR),5980,3000,"5,980 円","3,000 円",https://yuyu-tei.jp/sell/hocg/card/hbp05/10205,https://yuyu-tei.jp/buy/hocg/card/hbp05/10205,0,
hBP01-068,P,1,尾丸ポルカ(パラレル/ベーシックPRパック vol.1),780,350,780 円,350 円,https://yuyu-tei.jp/sell/hocg/card/promo-hbp10/10014,https://yuyu-tei.jp/buy/hocg/card/promo-hbp10/10014,0,
hBP01-076,C,0,星街すいせい,180,,180 円,,https://yuyu-tei.jp/sell/hocg/card/hbp01/10094,,0,
hBP01-076,C,1,星街すいせい(パラレル/hBP05),120,5,120 円,5 円,https://yuyu-tei.jp/sell/hocg/card/hbp05/10196,https://yuyu-tei.jp/buy/hocg/card/hbp05/10196,0,
hBP01-076,HR,1,星街すいせい(パラレル/HR),19800,12000,"19,800 円","12,000 円",https://yuyu-tei.jp/sell/hocg/card/hbp05/10206,https://yuyu-tei.jp/buy/hocg/card/hbp05/10206,0,
hBP01-076,P,1,星街すいせい(パラレル/ベーシックPRパック vol.1),780,250,780 円,250 円,https://yuyu-tei.jp/sell/hocg/card/promo-hbp10/10016,https://yuyu-tei.jp/buy/hocg/card/promo-hbp10/10016,0,
hBP01-082,C,0,こぼ・かなえる,120,,120 円,,https://yuyu-tei.jp/sell/hocg/card/hbp01/10101,,0,
hBP01-082,C,1,こぼ・かなえる(パラレル/hBP05),80,,80 円,,https://yuyu-tei.jp/sell/hocg/card/hbp05/10197,,0,
hBP01-082,P,1,こぼ・かなえる(パラレル/エントリーPRパック vol.1),500,150,500 円,150 円,https://yuyu-tei.jp/sell/hocg/card/promo-hbp10/10007,https://yuyu-tei.jp/buy/hocg/card/promo-hbp10/10007,0,
hBP01-114,C,0,石の斧,280,5,280 円,5 円,https://yuyu-tei.jp/sell/hocg/card/hbp01/10134,https://yuyu-tei.jp/buy/hocg/card/hbp01/10134,0,
hBP01-114,P,1,石の斧(パラレル/ベーシックPRパック vol.6),680,100,680 円,100 円,https://yuyu-tei.jp/sell/hocg/card/promo-hbp10/10099,https://yuyu-tei.jp/buy/hocg/card/promo-hbp10/10099,0,
hBP01-126,C,0,座員,80,,80 円,,https://yuyu-tei.jp/sell/hocg/card/hbp01/10146,,0,
hBP01-126,P,1,座員(パラレル/ベーシックPRパック vol.5),12800,4000,"12,800 円","4,000 円",https://yuyu-tei.jp/sell/hocg/card/promo-hbp10/10084,https://yuyu-tei.jp/buy/hocg/card/promo-hbp10/10084,0,
hBP02-008,C,0,白上フブキ,120,,120 円,,https://yuyu-tei.jp/sell/hocg/card/hbp02/10018,,0,
hBP02-008,C,1,白上フブキ(パラレル/hBP05),80,,80 円,,https://yuyu-tei.jp/sell/hocg/card/hbp05/10198,,0,
hBP02-008,P,1,白上フブキ(パラレル/1stアルバム数量限定版),8980,3000,"8,980 円","3,000 円",https://yuyu-tei.jp/sell/hocg/card/promo-hbp10/10018,https://yuyu-tei.jp/buy/hocg/card/promo-hbp10/10018,0,
hBP02-014,C,0,白銀ノエル,80,,80 円,,https://yuyu-tei.jp/sell/hocg/card/hbp02/10029,,0,
hBP02-014,C,1,白銀ノエル(パラレル/hBP05),80,,80 円,,https://yuyu-tei.jp/sell/hocg/card/hbp05/10199,,0,
hBP02-014,HR,1,白銀ノエル(パラレル/HR),4980,2500,"4,980 円","2,500 円",https://yuyu-tei.jp/sell/hocg/card/hbp05/10207,https://yuyu-tei.jp/buy/hocg/card/hbp05/10207,0,
hBP02-014,P,1,白銀ノエル(パラレル/エントリーPRパック vol.3),780,250,780 円,250 円,https://yuyu-tei.jp/sell/hocg/card/promo-hbp10/10053,https://yuyu-tei.jp/buy/hocg/card/promo-hbp10/10053,0,
hBP02-065,C,0,ネリッサ・レイヴンクロフト,80,,80 円,,https://yuyu-tei.jp/sell/hocg/card/hbp02/10131,,0,
hBP02-065,C,1,ネリッサ・レイヴンクロフト(パラレル/hBP05),80,,80 円,,https://yuyu-tei.jp/sell/hocg/card/hbp05/10200,,0,
hBP02-065,HR,1,ネリッサ・レイヴンクロフト(パラレル/HR),5980,3000,"5,980 円","3,000 円",https://yuyu-tei.jp/sell/hocg/card/hbp05/10208,https://yuyu-tei.jp/buy/hocg/card/hbp05/10208,0,
hBP02-065,P,1,ネリッサ・レイヴンクロフト(パラレル/ベーシックPRパック vol.6),220,5,220 円,5 円,https://yuyu-tei.jp/sell/hocg/card/promo-hbp10/10088,https://yuyu-tei.jp/buy/hocg/card/promo-hbp10/10088,0,
hBP05-001,OSR,0,白銀ノエル,420,50,420 円,50 円,https://yuyu-tei.jp/sell/hocg/card/hbp05/10001,https://yuyu-tei.jp/buy/hocg/card/hbp05/10001,0,
