expansion,card_code,name_ja,card_page_url,image_url,release_dates,products,illustrator_name,qa_count,qa_text,effect_text
hSD08,hBP01-009,天音かなた,https://hololive-official-cardgame.com/cardlist/?id=40&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD08&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD08/hBP01-009_C.png,2024年09月20日(金) / 2025年08月29日(金),ブースターパック「ブルーミングレディアンス」 / スタートデッキ 白 天音かなた,カードナンバー：hBP01-009,1,"Q: Q 相手のhBP01-050〈風真いろは〉のギフト「用心棒」が発揮している状態で、hBP01-009〈天音かなた〉の〈こんかなた～〉を使用することはできますか？
A: A アーツの使用を宣言できますが、正常にアーツの対象を選ぶことができないため、アーツを使ったことにはならず、ダメージを与えることはできません。 [2025/03/11更新]hBP01-009〈天音かなた〉にhBP01-114〈石の斧〉が付いている場合でも、「このツールが付いているホロメンがアーツを使った時」能力は発揮しません。","カードタイプ
ホロメン
タグ
#JP
#4期生
#歌
レアリティ
C
収録商品
ブースターパック「ブルーミングレディアンス」
スタートデッキ 白 天音かなた
色
HP
90
Bloomレベル
Debut
バトンタッチ
アーツ
こんかなた～　40
このアーツは、相手のセンターホロメンしか対象にできない。
エクストラ
このホロメンはデッキに何枚でも入れられる
カードナンバー：
hBP01-009"
hSD08,hBP01-011,天音かなた,https://hololive-official-cardgame.com/cardlist/?id=42&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD08&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP01/hBP01-011_C.png,2024年09月20日(金) / 2025年08月29日(金),ブースターパック「ブルーミングレディアンス」 / スタートデッキ 白 天音かなた,イラストレーター名：おしおしおカードナンバー：hBP01-011,0,,"カードタイプ
ホロメン
タグ
#JP
#4期生
#歌
レアリティ
C
収録商品
ブースターパック「ブルーミングレディアンス」
スタートデッキ 白 天音かなた
色
HP
150
Bloomレベル
1st
バトンタッチ
アーツ
塩対応かなたそ　20
イラストレーター名：
おしおしお
カードナンバー：
hBP01-011"
hSD08,hBP01-013,天音かなた,https://hololive-official-cardgame.com/cardlist/?id=44&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD08&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD08/hBP01-013_R_02.png,2024年09月20日(金) / 2025年08月29日(金),ブースターパック「ブルーミングレディアンス」 / スタートデッキ 白 天音かなた,イラストレーター名：須王 彩カードナンバー：hBP01-013,2,"Q: Q 自分のライフが1の状態で、hBP01-116〈うぱお〉が付いている自分のhBP01-013〈天音かなた〉が相手のアーツによってダメージを受けてダウンした時、hBP01-116〈うぱお〉の能力で相手のホロメンに特殊ダメージを与えることはできますか？
A: A いいえ、与えられません。 HPが0になったタイミングでルール処理である「ダウン処理」を行い、自分のライフは0となるため、待機状態となっている〈うぱお〉の効果を解決することなく、ただちに敗北します。

Q: Q hBP01-013〈天音かなた〉のブルームエフェクト「天使のお仕事」で、相手のBuzzを含む1stホロメンホロメンをダウンさせた場合、エクストラ「このホロメンがダウンした時、自分のライフ-２」によってライフは減りますか？
A: A いいえ、減りません。 「このホロメンがダウンした時、自分のライフ-２」のエクストラ能力よりも「ダウンしても相手のライフは減らない。」という能力が優先されるため、相手のライフは減りません。","カードタイプ
ホロメン
タグ
#JP
#4期生
#歌
レアリティ
R
収録商品
ブースターパック「ブルーミングレディアンス」
スタートデッキ 白 天音かなた
色
HP
100
Bloomレベル
1st
バトンタッチ
キーワード
天使のお仕事
相手のセンターホロメンに特殊ダメージ30を与える（ダウンしても相手のライフは減らない）。
アーツ
エンジェルステージ　50
イラストレーター名：
須王 彩
カードナンバー：
hBP01-013"
hSD08,hBP01-108,じゃあ敵だね,https://hololive-official-cardgame.com/cardlist/?id=149&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD08&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP01/hBP01-108_U.png,2024年09月20日(金) / 2024年12月20日(金) / 2025年02月28日(金) / 2025年08月29日(金),ブースターパック「ブルーミングレディアンス」 / スタートデッキ 赤 百鬼あやめ / スタートデッキ 青 猫又おかゆ / スタートデッキ 白 轟はじめ / スタートデッキ 白 天音かなた / スタートデッキ 赤 宝鐘マリン,カードナンバー：hBP01-108,3,"Q: Q hBP01-108〈じゃあ敵だね〉について、相手のステージにセンターホロメンがいない場合や、バックホロメンがいない場合に、このカードを使用することはできますか？
A: A いいえ、使用できません。対象を選ぶことができず、その後の効果を解決できない場合に、サポートカードの使用ができません。

Q: Q hBP01-108〈じゃあ敵だね〉について、相手のセンターホロメンとバックホロメンを交代させる時、お休みしているホロメンを選ぶことはできますか？
A: A はい、できます。

Q: Q ターンプレイヤーが「じゃあ敵だね」を使った時、交代させるバックホロメンを選ぶのはどちらのプレイヤーですか？
A: A 「じゃあ敵だね」を使ったターンプレイヤーになります。","カードタイプ
サポート・イベント・LIMITED
レアリティ
U
収録商品
ブースターパック「ブルーミングレディアンス」
スタートデッキ 赤 百鬼あやめ
スタートデッキ 青 猫又おかゆ
スタートデッキ 白 轟はじめ
スタートデッキ 白 天音かなた
スタートデッキ 赤 宝鐘マリン
能力テキスト
相手のセンターホロメンとバックホロメン１人を交代させる。
LIMITED：ターンに１枚しか使えない。
カードナンバー：
hBP01-108"
hSD08,hBP01-116,うぱお,https://hololive-official-cardgame.com/cardlist/?id=157&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD08&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP01/hBP01-116_C.png,2024年09月20日(金) / 2025年08月29日(金),ブースターパック「ブルーミングレディアンス」 / スタートデッキ 白 天音かなた,イラストレーター名：JinArt KABAKURAカードナンバー：hBP01-116,8,"Q: Q 自分のhBP01-081〈星街すいせい〉のアーツ「輝く彗星」を使い、hBP01-116〈うぱお〉が付いているセンターホロメンの〈天音かなた〉をダウンさせました。 その後ダウン処理を行い、自分のhBP01-007〈星街すいせい〉のSP推しスキル「シューティングスター」を使い、相手のバックホロメンのhBP01-116〈うぱお〉が付いているバックホロメンの〈天音かなた〉をダウンさせました。 この場合、それぞれのhBP01-116〈うぱお〉の能力はいつ処理されますか？
A: A 処理の優先順位として、ルールとして処理されるもの（ダウン処理など）が優先的にすべて処理されます。 次にターンプレイヤー側で処理すべき能力（使った時に発揮される能力など）が優先的にすべて処理されます。 そして最後に、非ターンプレイヤー側で処理すべき能力（ダメージを与えられた時に発揮される能力など）がすべて処理されます。 hBP01-116〈うぱお〉は非ターンプレイヤー側で処理すべき能力となるため、すべて最後に処理されます。

Q: Q 相手のhBP01-116〈うぱお〉が付いている〈天音かなた〉にダメージを与えたことにより、自分のセンターホロメンがダウンし、バックホロメンもおらず、コラボホロメンのみでターンを終了しました。 この場合、センターホロメンにホロメンがいないままターンを開始しますか？
A: A はい、センターホロメンを設定することなく、コラボホロメンのみステージに置かれている状態で、相手のターンを開始します。

Q: Q 自分のライフが2以上の状態でhBP01-116〈うぱお〉が付いているhBP01-014〈天音かなた〉が相手のセンターホロメンのアーツによってダウンした時、hBP01-116〈うぱお〉の能力によって相手のセンターホロメンにダメージを与えられますか？
A: A はい、与えられます。 hBP01-014〈天音かなた〉がダメージを受けたことで、hBP01-116〈うぱお〉の「このマスコットが付いているホロメンがダメージを受けた時」能力が発揮し、待機状態となります。 その後、ルール処理であるダウン処理により、hBP01-014〈天音かなた〉とhBP01-116〈うぱお〉をアーカイブし、チェックタイミングで待機状態となっている「このマスコットが付いているホロメンがダメージを受けた時」の効果を解決します。

Q: Q 自分のステージにバックホロメンがおらず、センターホロメンとコラボホロメンがいる状態です。自分のセンターホロメンのアーツで、相手のホロメンにダメージを与えた時、相手のホロメンに付いているhBP01-116〈うぱお〉の能力で、自分のセンターホロメンがダウンし、アーカイブされました。 エンドステップでセンターホロメンがおらず、バックホロメンもいない場合はどうすればよいですか？
A: A センターホロメンを設定することなく、コラボホロメンのみステージに置かれている状態で、相手にターンを移します。

Q: Q 自分のライフが1の状態で、hBP01-116〈うぱお〉が付いている自分のhBP01-013〈天音かなた〉が相手のアーツによってダメージを受けてダウンした時、hBP01-116〈うぱお〉の能力で相手のホロメンに特殊ダメージを与えることはできますか？
A: A いいえ、与えられません。 HPが0になったタイミングでルール処理である「ダウン処理」を行い、自分のライフは0となるため、待機状態となっている〈うぱお〉の効果を解決することなく、ただちに敗北します。

Q: Q hBP01-116〈うぱお〉の「このマスコットが付いているホロメンのアーツ+10。」の能力は、特殊ダメージにも適用されますか？
A: A いいえ、適用されません。

Q: Q hBP01-116〈うぱお〉の「このマスコットが付いているホロメンがダメージを受けた時、」の能力は特殊ダメージにも誘発して発揮しますか？
A: A はい、発揮します。 [10/04更新]9/21(土)掲載時の内容に誤りがございました。訂正してお詫び申し上げます。

Q: Q hBP01-116〈うぱお〉が付いている相手のセンターホロメンに対してhBP01-001〈天音かなた〉の推しスキル「ぎゅっぎゅっ」を使用した場合、自分のセンターホロメンは、相手のhBP01-116〈うぱお〉の能力で特殊ダメージを受けますか？
A: A いいえ、受けません。 hBP01-001〈天音かなた〉の推しスキル「ぎゅっぎゅっ」の能力はダメージを与える能力ではないため、hBP01-116〈うぱお〉の能力は発揮しません。","カードタイプ
サポート・マスコット
レアリティ
C
収録商品
ブースターパック「ブルーミングレディアンス」
スタートデッキ 白 天音かなた
能力テキスト
このマスコットが付いているホロメンのアーツ+10。
◆〈天音かなた〉に付いていたら能力追加
[ターンに1回]相手のターンで、このマスコットが付いているホロメンがダメージを受けた時、相手のセンターホロメンに特殊ダメージ20を与える。
マスコットは、自分のホロメン１人につき１枚だけ付けられる。
イラストレーター名：
JinArt KABAKURA
カードナンバー：
hBP01-116"
hSD08,hBP02-084,みっころね24,https://hololive-official-cardgame.com/cardlist/?id=351&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD08&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP02/hBP02-084_U.png,2024年12月20日(金) / 2025年08月29日(金),ブースターパック「クインテットスペクトラム」 / スタートデッキ 白 天音かなた / スタートデッキ 赤 宝鐘マリン,イラストレーター名：さまてるカードナンバー：hBP02-084,5,"Q: Q 自分のデッキが0枚の時に、手札にあるhBP02-084〈みっころね24〉を使用できますか？
A: A いいえ、できません。 デッキを引けない場合、サイコロのみを振ることもできません。

Q: Q 自分のデッキが2枚の時に、手札にあるhBP02-084〈みっころね24〉を使用できますか？
A: A はい、できます。 その場合、手札を2枚引いた後、サイコロを振ります。サイコロの目にかかわらず、その後は何も起きなかったものとして解決します。

Q: Q 自分のメインステップにhBP02-084〈みっころね24〉とhSD01-020〈ホロリスの輪〉を使い。それぞれでサイコロを振りました。 その後、hBP04-059〈ラプラス・ダークネス〉のアーツ「吾輩最強伝説」を使った場合、能力で数える「サイコロを振った回数」は何回になりますか？
A: A サポートカードでも能力で振っていることになるため「2回」となります。

Q: Q hBP02-084〈みっころね24〉を使用して、サイコロを振り、2か4が出た時は必ず1枚引きますか？
A: A はい、2か4が出た時は必ず追加で1枚引きます。

Q: Q hBP02-084〈みっころね24〉を使用して、サイコロを振り1が出た時はどうなりますか？
A: A デッキから2枚引くテキストだけを解決し、他には何も起こらないことになります。","カードタイプ
サポート・イベント・LIMITED
レアリティ
U
収録商品
ブースターパック「クインテットスペクトラム」
スタートデッキ 白 天音かなた
スタートデッキ 赤 宝鐘マリン
能力テキスト
自分のデッキを2枚引き、サイコロを1回振る：3か5か6の時、自分のデッキから、Debutホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。2か4の時、自分のデッキを1枚引く。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
さまてる
カードナンバー：
hBP02-084"
hSD08,hSD01-017,マネちゃん,https://hololive-official-cardgame.com/cardlist/?id=17&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD08&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD01/hSD01-017_C.png,2024年09月20日(金) / 2024年12月20日(金) / 2025年02月28日(金) / 2025年08月29日(金) / 2025年11月21日(金),スタートデッキ「ときのそら＆AZKi」 / スタートデッキ 赤 百鬼あやめ / スタートデッキ 青 猫又おかゆ / スタートデッキ 紫 癒月ちょこ / スタートデッキ 白 轟はじめ / スタートデッキ 緑 風真いろは / スタートデッキ 黄 不知火フレア / スタートデッキ 白 天音かなた / スタートデッキ 赤 宝鐘マリン / スタートデッキ FLOW GLOW 推し 輪堂千速 / スタートデッキ FLOW GLOW 推し 虎金妃笑虎,イラストレーター名：株式会社HIKE / Trigonoカードナンバー：hSD01-017,2,"Q: Q 自分の手札が5枚で、デッキが0枚の時に、手札にあるhSD01-017〈マネちゃん〉を使用できますか？
A: A はい、できます。 その場合、手札をすべてデッキに戻してシャッフルした後、デッキから可能な限り引きます。

Q: Q hSD01-017〈マネちゃん〉の「このカードは、自分の手札がこのカードを含まずに１枚以上なければ使えない。」とは1枚のときも含みますか？
A: A はい、含みます。","カードタイプ
サポート・スタッフ・LIMITED
レアリティ
C
収録商品
スタートデッキ「ときのそら＆AZKi」
スタートデッキ 赤 百鬼あやめ
スタートデッキ 青 猫又おかゆ
スタートデッキ 紫 癒月ちょこ
スタートデッキ 白 轟はじめ
スタートデッキ 緑 風真いろは
スタートデッキ 黄 不知火フレア
スタートデッキ 白 天音かなた
スタートデッキ 赤 宝鐘マリン
スタートデッキ FLOW GLOW 推し 輪堂千速
スタートデッキ FLOW GLOW 推し 虎金妃笑虎
能力テキスト
このカードは、自分の手札がこのカードを含まずに１枚以上なければ使えない。
自分の手札すべてをデッキに戻してシャッフルする。そして自分のデッキを５枚引く。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
株式会社HIKE / Trigono
カードナンバー：
hSD01-017"
hSD08,hSD08-001,天音かなた,https://hololive-official-cardgame.com/cardlist/?id=1138&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD08&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD08/hSD08-001_OC.png,2025年08月29日(金),スタートデッキ 白 天音かなた,イラストレーター名：松尾 省吾カードナンバー：hSD08-001,0,,"カードタイプ
推しホロメン
レアリティ
OC
収録商品
スタートデッキ 白 天音かなた
色
LIFE
5
推しスキル
[ホロパワー：-2]
ホワイトマイク
[ターンに1回]このターンの間、自分の白センターホロメンのアーツ+20。
SP推しスキル
[ホロパワー：-1]
クイックガード
[ゲームに1回]相手のターンで、自分の白ホロメンが相手からダメージを受ける時に使える：そのホロメン1人が受けるダメージ-20。
イラストレーター名：
松尾 省吾
カードナンバー：
hSD08-001"
hSD08,hSD08-002,天音かなた,https://hololive-official-cardgame.com/cardlist/?id=1139&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD08&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD08/hSD08-002_U.png,2025年08月29日(金),スタートデッキ 白 天音かなた,イラストレーター名：TAYAカードナンバー：hSD08-002,0,,"カードタイプ
ホロメン
タグ
#JP
#4期生
#歌
#サマー
レアリティ
U
収録商品
スタートデッキ 白 天音かなた
色
HP
100
Bloomレベル
Debut
バトンタッチ
キーワード
ホロサマー
自分のデッキの上から5枚を見る。その中から、#サマーを持つDebutホロメン1枚を公開し、手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
アーツ
浴衣似合うでしょ　20
イラストレーター名：
TAYA
カードナンバー：
hSD08-002"
hSD08,hSD08-003,天音かなた,https://hololive-official-cardgame.com/cardlist/?id=1140&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD08&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD08/hSD08-003_R.png,2025年08月29日(金),スタートデッキ 白 天音かなた,イラストレーター名：株式会社スタジオヴィガカードナンバー：hSD08-003,0,,"カードタイプ
ホロメン
タグ
#JP
#4期生
#歌
レアリティ
R
収録商品
スタートデッキ 白 天音かなた
色
HP
200
Bloomレベル
2nd
バトンタッチ
キーワード
相談のるよ
自分のデッキから、#4期生を持つDebutホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
アーツ
みんなのスパダリ　100+
自分のステージの#サマーを持つホロメン1人につき、このアーツ+10。
イラストレーター名：
株式会社スタジオヴィガ
カードナンバー：
hSD08-003"
