expansion,card_code,name_ja,card_page_url,image_url,release_dates,products,illustrator_name,qa_count,qa_text,effect_text
hBP03,hBP03-084,ゴージャスパソコン,https://hololive-official-cardgame.com/cardlist/?id=648&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-084_U.png,2025年03月21日(金),ブースターパック「エリートスパーク」,イラストレーター名：六九導イツキカードナンバー：hBP03-084,2,"Q: Q 自分のデッキが1枚も無く、ホロパワーが1枚ある場合、hBP03-084〈ゴージャスパソコン〉を使用することはできますか
A: A いいえ、デッキにカードが無いため使うことができません。 [4/01更新]3/11(火)掲載時の内容に誤りがございました。訂正してお詫び申し上げます。

Q: Q 自分の推しホロメンがhBP03-004〈FUWAMOCO〉の時、hBP03-084〈ゴージャスパソコン〉でhBP03-050〈FUWAMOCO〉を手札に加えることはできますか？
A: A はい、できます。 hBP03-050〈FUWAMOCO〉は赤でも青でもあるため、条件を満たします。","カードタイプ
サポート・アイテム・LIMITED
レアリティ
U
収録商品
ブースターパック「エリートスパーク」
能力テキスト
このカードは、自分のホロパワー1枚をアーカイブしなければ使えない。
自分のデッキから、自分の推しホロメンと同色の1stホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
六九導イツキ
カードナンバー：
hBP03-084"
hBP03,hBP03-085,スーパーパソコン,https://hololive-official-cardgame.com/cardlist/?id=649&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-085_U.png,2025年03月21日(金),ブースターパック「エリートスパーク」,イラストレーター名：株式会社unieefカードナンバー：hBP03-085,1,"Q: Q hBP03-085〈スーパーパソコン〉を使用し、4枚見た中にDebutホロメンと1stホロメンがありました。 この中から必ずどちらも加えなければなりませんか？
A: A いいえ、見ている4枚は非公開領域のため、任意の枚数を加え、処理を終えることができます。","カードタイプ
サポート・アイテム・LIMITED
レアリティ
U
収録商品
ブースターパック「エリートスパーク」
能力テキスト
自分のデッキの上から4枚を見る。その中から、[Debutホロメンと1stホロメン]1枚ずつを公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
株式会社unieef
カードナンバー：
hBP03-085"
hBP03,hBP03-086,デュアルモニターパソコン,https://hololive-official-cardgame.com/cardlist/?id=650&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-086_C.png,2025年03月21日(金),ブースターパック「エリートスパーク」,イラストレーター名：株式会社unieefカードナンバー：hBP03-086,1,"Q: Q 自分のステージにホロメンが6人いるとき、hBP03-086〈デュアルモニターパソコン〉を使用することはできますか？
A: A いいえ、使用できません。 そのカードを解決した結果、そのサポートカードがアーカイブに置かれる以外にゲームの状態が変化しない場合、そのサポートカードはプレイできません。","カードタイプ
サポート・アイテム・LIMITED
レアリティ
C
収録商品
ブースターパック「エリートスパーク」
能力テキスト
自分のデッキから、エクストラ「このホロメンはデッキに何枚でも入れられる」を持つDebutホロメン1～2枚を公開し、ステージに出す。そしてデッキをシャッフルする。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
株式会社unieef
カードナンバー：
hBP03-086"
hBP03,hBP03-087,コールアンドレスポンス,https://hololive-official-cardgame.com/cardlist/?id=651&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-087_C.png,2025年03月21日(金),ブースターパック「エリートスパーク」,イラストレーター名：ちぇりっしゅカードナンバー：hBP03-087,1,"Q: Q 自分のステージにホロメンが1人のみのとき、hBP03-087〈コールアンドレスポンス〉を使用することはできますか？
A: A いいえ、使用できません。 そのカードを解決した結果、そのサポートカードがアーカイブに置かれる以外にゲームの状態が変化しない場合、そのサポートカードはプレイできません。","カードタイプ
サポート・イベント
レアリティ
C
収録商品
ブースターパック「エリートスパーク」
能力テキスト
自分のステージのエール1枚を、自分のホロメンに付け替える。
イラストレーター名：
ちぇりっしゅ
カードナンバー：
hBP03-087"
hBP03,hBP03-089,ファンミーティング,https://hololive-official-cardgame.com/cardlist/?id=653&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-089_U.png,2025年03月21日(金),ブースターパック「エリートスパーク」,イラストレーター名：さかなへんカードナンバー：hBP03-089,1,"Q: Q hBP03-089〈ファンミーティング〉を使用し、デッキの中にファンがありました。 この場合、必ず手札に加えなければなりませんか？
A: A いいえ、デッキの中は非公開領域のため、任意の枚数を加え、処理を終えることができます。","カードタイプ
サポート・イベント・LIMITED
レアリティ
U
収録商品
ブースターパック「エリートスパーク」
能力テキスト
自分のデッキから、ファン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
さかなへん
カードナンバー：
hBP03-089"
hBP03,hBP03-090,ホロライブ言えるかな？,https://hololive-official-cardgame.com/cardlist/?id=654&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-090_U.png,2025年03月21日(金),ブースターパック「エリートスパーク」,イラストレーター名：丸山奈都希カードナンバー：hBP03-090,0,,"カードタイプ
サポート・イベント
レアリティ
U
収録商品
ブースターパック「エリートスパーク」
能力テキスト
自分のデッキの上から4枚を見る。その中から、Debutホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
イラストレーター名：
丸山奈都希
カードナンバー：
hBP03-090"
hBP03,hBP03-091,ホロライブインドネシア1期生,https://hololive-official-cardgame.com/cardlist/?id=655&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-091_U.png,2025年03月21日(金),ブースターパック「エリートスパーク」,イラストレーター名：SAKONカードナンバー：hBP03-091,0,,"カードタイプ
サポート・イベント・LIMITED
レアリティ
U
収録商品
ブースターパック「エリートスパーク」
能力テキスト
このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#ID1期生を持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
SAKON
カードナンバー：
hBP03-091"
hBP03,hBP03-092,ホロライブ0期生,https://hololive-official-cardgame.com/cardlist/?id=656&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-092_U.png,2025年03月21日(金),ブースターパック「エリートスパーク」,イラストレーター名：misyuneカードナンバー：hBP03-092,0,,"カードタイプ
サポート・イベント・LIMITED
レアリティ
U
収録商品
ブースターパック「エリートスパーク」
能力テキスト
このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#0期生を持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
misyune
カードナンバー：
hBP03-092"
hBP03,hBP03-093,ホロライブ4期生,https://hololive-official-cardgame.com/cardlist/?id=657&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-093_U.png,2025年03月21日(金),ブースターパック「エリートスパーク」,イラストレーター名：成海七海カードナンバー：hBP03-093,0,,"カードタイプ
サポート・イベント・LIMITED
レアリティ
U
収録商品
ブースターパック「エリートスパーク」
能力テキスト
このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#4期生を持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
成海七海
カードナンバー：
hBP03-093"
hBP03,hBP03-094,FPS配信,https://hololive-official-cardgame.com/cardlist/?id=658&%2Fcardlist%2Fcardsearch_ex=&expansion=hBP03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-094_U.png,2025年03月21日(金),ブースターパック「エリートスパーク」,イラストレーター名：Gum Shrewカードナンバー：hBP03-094,0,,"カードタイプ
サポート・イベント・LIMITED
レアリティ
U
収録商品
ブースターパック「エリートスパーク」
能力テキスト
このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#シューターを持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
Gum Shrew
カードナンバー：
hBP03-094"
