card_code,rarity,is_parallel_name,name_ja,sell_price_jpy,buy_price_jpy,raw_sell_price_text,raw_buy_price_text,sell_url,buy_url,is_suspicious,error_message
hBP01-048,C,0,風真いろは,120,5,120 円,5 円,https://yuyu-tei.jp/sell/hocg/card/hbp01/10063,https://yuyu-tei.jp/buy/hocg/card/hbp01/10063,0,
hBP01-048,C,1,風真いろは(パラレル/hSD06),120,10,120 円,10 円,https://yuyu-tei.jp/sell/hocg/card/hsd06/10013,https://yuyu-tei.jp/buy/hocg/card/hsd06/10013,0,
hBP01-048,HR,1,風真いろは(パラレル/HR),14800,10000,"14,800 円","10,000 円",https://yuyu-tei.jp/sell/hocg/card/hbp06/10229,https://yuyu-tei.jp/buy/hocg/card/hbp06/10229,0,
hBP01-048,P,1,風真いろは(パラレル/ベーシックPRパック vol.1),1480,1000,"1,480 円","1,000 円",https://yuyu-tei.jp/sell/hocg/card/promo-hbp10/10013,https://yuyu-tei.jp/buy/hocg/card/promo-hbp10/10013,0,
hBP01-050,P,1,風真いろは(パラレル/ベーシックPRパック vol.2),1780,800,"1,780 円",800 円,https://yuyu-tei.jp/sell/hocg/card/promo-hbp10/10032,https://yuyu-tei.jp/buy/hocg/card/promo-hbp10/10032,0,
hBP01-050,U,0,風真いろは,500,150,500 円,150 円,https://yuyu-tei.jp/sell/hocg/card/hbp01/10065,https://yuyu-tei.jp/buy/hocg/card/hbp01/10065,0,
hBP01-050,U,1,風真いろは(パラレル/hSD06),500,150,500 円,150 円,https://yuyu-tei.jp/sell/hocg/card/hsd06/10014,https://yuyu-tei.jp/buy/hocg/card/hsd06/10014,0,
hBP01-104,C,0,ふつうのパソコン,680,300,680 円,300 円,https://yuyu-tei.jp/sell/hocg/card/hbp01/10124,https://yuyu-tei.jp/buy/hocg/card/hbp01/10124,0,
hBP01-104,P,1,ふつうのパソコン(パラレル/ベーシックPRパック vol.1),780,250,780 円,250 円,https://yuyu-tei.jp/sell/hocg/card/promo-hbp10/10017,https://yuyu-tei.jp/buy/hocg/card/promo-hbp10/10017,0,
hBP01-104,SR,1,ふつうのパソコン(パラレル/一条莉々華),3480,2800,"3,480 円","2,800 円",https://yuyu-tei.jp/sell/hocg/card/ohc01/10001,https://yuyu-tei.jp/buy/hocg/card/ohc01/10001,0,
hBP02-076,C,0,カスタムパソコン,120,,120 円,,https://yuyu-tei.jp/sell/hocg/card/hbp02/10152,,0,
