expansion,card_code,name_ja,card_page_url,image_url,release_dates,products,illustrator_name,qa_count,qa_text,effect_text
hSD03,hSD03-012,泥棒建設,https://hololive-official-cardgame.com/cardlist/?id=250&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD03/hSD03-012_U.png,2024年12月20日(金),スタートデッキ 青 猫又おかゆ,イラストレーター名：ぴ助カードナンバー：hSD03-012,1,"Q: Q hSD03-012〈泥棒建設〉の「このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。」とは6枚の時も含みますか。
A: A はい、含みます。","カードタイプ
サポート・イベント・LIMITED
レアリティ
U
収録商品
スタートデッキ 青 猫又おかゆ
能力テキスト
このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、〈猫又おかゆ〉と〈鷹嶺ルイ〉と〈大神ミオ〉と〈白上フブキ〉と〈ラプラス・ダークネス〉と〈戌神ころね〉を好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
ぴ助
カードナンバー：
hSD03-012"
hSD03,hSD03-013,おかにゃん,https://hololive-official-cardgame.com/cardlist/?id=251&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD03/hSD03-013_C.png,2024年12月20日(金),スタートデッキ 青 猫又おかゆ,イラストレーター名：JinArt こばやかわやまとカードナンバー：hSD03-013,2,"Q: Q hBP02-092〈フブラ〉の能力でエールをアーカイブする時、hSD03-008〈猫又おかゆ〉に付いているhSD03-013〈おかにゃん〉をアーカイブすることはできますか？
A: A いいえ、hSD03-013〈おかにゃん〉は、hSD03-013〈おかにゃん〉が付いている〈猫又おかゆ〉の能力によってエールをアーカイブする場合のみ可能となるため、hBP02-092〈フブラ〉の能力でアーカイブすることはできません。

Q: Q hSD03-013〈おかにゃん〉の「ダメージ-10」とは、特殊ダメージとアーツのダメージを一つのアーツによって与えられた場合、その両方に適用されてダメージ「-20」になるのですか？
A: A はい、ダメージを与えられる能力全てに対してその処理ごとに「-10」されます。","カードタイプ
サポート・マスコット
レアリティ
C
収録商品
スタートデッキ 青 猫又おかゆ
能力テキスト
このマスコットが付いているホロメンがセンターポジションかコラボポジションで受けるダメージ-10。
◆〈猫又おかゆ〉に付いていたら能力追加
このマスコットが付いてるホロメンの能力でエールをアーカイブする時、アーカイブする青エール1枚のかわりに、このマスコットをアーカイブできる。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。
イラストレーター名：
JinArt こばやかわやまと
カードナンバー：
hSD03-013"
hSD03,hSD03-014,おにぎりゃー,https://hololive-official-cardgame.com/cardlist/?id=252&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD03/hSD03-014_C.png,2024年12月20日(金),スタートデッキ 青 猫又おかゆ,イラストレーター名：JinArt こばやかわやまとカードナンバー：hSD03-014,0,,"カードタイプ
サポート・ファン
レアリティ
C
収録商品
スタートデッキ 青 猫又おかゆ
能力テキスト
このファンが付いているホロメンのHP+10。
このファンは、自分の〈猫又おかゆ〉だけに付けられ、1人につき何枚でも付けられる。
イラストレーター名：
JinArt こばやかわやまと
カードナンバー：
hSD03-014"
hSD03,hBP01-105,ペンライト,https://hololive-official-cardgame.com/cardlist/?id=146&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP01/hBP01-105_U.png,2024年09月20日(金) / 2024年12月20日(金),ブースターパック「ブルーミングレディアンス」 / スタートデッキ 青 猫又おかゆ,イラストレーター名：JinArt KABAKURAカードナンバー：hBP01-105,3,"Q: Q hBP01-105〈ペンライト〉の能力で赤のホロメンを指定し、エールデッキから赤エールを青のホロメンに送れますか。
A: A はい、送れます。

Q: Q hSD01-013〈SorAZ〉がいる時にhBP01-105〈ペンライト〉を使用した場合、白または緑のどちらのエールでも選ぶことができますか？
A: A はい、選べます。 hSD01-013〈SorAZ〉は白としても緑としても扱うカードであるため、色を指定した能力で参照する場合は、どちらの色としても扱います。

Q: Q hBP01-105〈ペンライト〉は、自分のステージにSpotホロメンしか存在しない場合、使用できますか？
A: A はい、使用できます。 ただし、色を持ったホロメンがステージにいないので、ホロパワー１枚をアーカイブしてhBP01-105〈ペンライト〉はアーカイブに置かれます。","カードタイプ
サポート・アイテム・LIMITED
レアリティ
U
収録商品
ブースターパック「ブルーミングレディアンス」
スタートデッキ 青 猫又おかゆ
能力テキスト
このカードは、自分のホロパワー１枚をアーカイブしなければ使えない。
自分のエールデッキから、自分のホロメン１人と同色のエール１枚を公開し、自分のホロメンに送る。そしてエールデッキをシャッフルする。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
JinArt KABAKURA
カードナンバー：
hBP01-105"
hSD03,hBP01-108,じゃあ敵だね,https://hololive-official-cardgame.com/cardlist/?id=149&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP01/hBP01-108_U.png,2024年09月20日(金) / 2024年12月20日(金) / 2025年02月28日(金) / 2025年08月29日(金),ブースターパック「ブルーミングレディアンス」 / スタートデッキ 赤 百鬼あやめ / スタートデッキ 青 猫又おかゆ / スタートデッキ 白 轟はじめ / スタートデッキ 白 天音かなた / スタートデッキ 赤 宝鐘マリン,カードナンバー：hBP01-108,3,"Q: Q hBP01-108〈じゃあ敵だね〉について、相手のステージにセンターホロメンがいない場合や、バックホロメンがいない場合に、このカードを使用することはできますか？
A: A いいえ、使用できません。対象を選ぶことができず、その後の効果を解決できない場合に、サポートカードの使用ができません。

Q: Q hBP01-108〈じゃあ敵だね〉について、相手のセンターホロメンとバックホロメンを交代させる時、お休みしているホロメンを選ぶことはできますか？
A: A はい、できます。

Q: Q ターンプレイヤーが「じゃあ敵だね」を使った時、交代させるバックホロメンを選ぶのはどちらのプレイヤーですか？
A: A 「じゃあ敵だね」を使ったターンプレイヤーになります。","カードタイプ
サポート・イベント・LIMITED
レアリティ
U
収録商品
ブースターパック「ブルーミングレディアンス」
スタートデッキ 赤 百鬼あやめ
スタートデッキ 青 猫又おかゆ
スタートデッキ 白 轟はじめ
スタートデッキ 白 天音かなた
スタートデッキ 赤 宝鐘マリン
能力テキスト
相手のセンターホロメンとバックホロメン１人を交代させる。
LIMITED：ターンに１枚しか使えない。
カードナンバー：
hBP01-108"
hSD03,hSD01-016,春先のどか,https://hololive-official-cardgame.com/cardlist/?id=16&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD01/hSD01-016_C.png,2024年09月20日(金) / 2024年12月20日(金) / 2025年02月28日(金) / 2025年11月21日(金),ブースターパック「ブルーミングレディアンス」 / スタートデッキ「ときのそら＆AZKi」 / スタートデッキ 赤 百鬼あやめ / スタートデッキ 青 猫又おかゆ / スタートデッキ 紫 癒月ちょこ / スタートデッキ 白 轟はじめ / スタートデッキ 緑 風真いろは / スタートデッキ 黄 不知火フレア / スタートデッキ FLOW GLOW 推し 輪堂千速 / スタートデッキ FLOW GLOW 推し 虎金妃笑虎,イラストレーター名：Yoshimoカードナンバー：hSD01-016,0,,"カードタイプ
サポート・スタッフ・LIMITED
レアリティ
C
収録商品
ブースターパック「ブルーミングレディアンス」
スタートデッキ「ときのそら＆AZKi」
スタートデッキ 赤 百鬼あやめ
スタートデッキ 青 猫又おかゆ
スタートデッキ 紫 癒月ちょこ
スタートデッキ 白 轟はじめ
スタートデッキ 緑 風真いろは
スタートデッキ 黄 不知火フレア
スタートデッキ FLOW GLOW 推し 輪堂千速
スタートデッキ FLOW GLOW 推し 虎金妃笑虎
能力テキスト
自分のデッキを３枚引く。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
Yoshimo
カードナンバー：
hSD01-016"
hSD03,hSD01-017,マネちゃん,https://hololive-official-cardgame.com/cardlist/?id=17&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD01/hSD01-017_C.png,2024年09月20日(金) / 2024年12月20日(金) / 2025年02月28日(金) / 2025年08月29日(金) / 2025年11月21日(金),スタートデッキ「ときのそら＆AZKi」 / スタートデッキ 赤 百鬼あやめ / スタートデッキ 青 猫又おかゆ / スタートデッキ 紫 癒月ちょこ / スタートデッキ 白 轟はじめ / スタートデッキ 緑 風真いろは / スタートデッキ 黄 不知火フレア / スタートデッキ 白 天音かなた / スタートデッキ 赤 宝鐘マリン / スタートデッキ FLOW GLOW 推し 輪堂千速 / スタートデッキ FLOW GLOW 推し 虎金妃笑虎,イラストレーター名：株式会社HIKE / Trigonoカードナンバー：hSD01-017,2,"Q: Q 自分の手札が5枚で、デッキが0枚の時に、手札にあるhSD01-017〈マネちゃん〉を使用できますか？
A: A はい、できます。 その場合、手札をすべてデッキに戻してシャッフルした後、デッキから可能な限り引きます。

Q: Q hSD01-017〈マネちゃん〉の「このカードは、自分の手札がこのカードを含まずに１枚以上なければ使えない。」とは1枚のときも含みますか？
A: A はい、含みます。","カードタイプ
サポート・スタッフ・LIMITED
レアリティ
C
収録商品
スタートデッキ「ときのそら＆AZKi」
スタートデッキ 赤 百鬼あやめ
スタートデッキ 青 猫又おかゆ
スタートデッキ 紫 癒月ちょこ
スタートデッキ 白 轟はじめ
スタートデッキ 緑 風真いろは
スタートデッキ 黄 不知火フレア
スタートデッキ 白 天音かなた
スタートデッキ 赤 宝鐘マリン
スタートデッキ FLOW GLOW 推し 輪堂千速
スタートデッキ FLOW GLOW 推し 虎金妃笑虎
能力テキスト
このカードは、自分の手札がこのカードを含まずに１枚以上なければ使えない。
自分の手札すべてをデッキに戻してシャッフルする。そして自分のデッキを５枚引く。
LIMITED：ターンに１枚しか使えない。
イラストレーター名：
株式会社HIKE / Trigono
カードナンバー：
hSD01-017"
hSD03,hSD01-019,スゴイパソコン,https://hololive-official-cardgame.com/cardlist/?id=19&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD01/hSD01-019_C_02.png,2024年09月20日(金) / 2024年12月20日(金) / 2025年11月21日(金),ブースターパック「ブルーミングレディアンス」 / スタートデッキ「ときのそら＆AZKi」 / スタートデッキ 青 猫又おかゆ / スタートデッキ 紫 癒月ちょこ / スタートデッキ FLOW GLOW 推し 虎金妃笑虎,イラストレーター名：JinArt KABAKURAカードナンバー：hSD01-019,1,"Q: Q hSD01-019〈スゴイパソコン〉の「このカードは、自分のエール１枚をアーカイブしなければ使えない。」とは、エールデッキにあるエールをアーカイブにすることはできますか？
A: A いいえ、できません。 能力でカード名やカードタイプのみを指定されている場合は、ステージにあるカードのみを選ぶことができます。","カードタイプ
サポート・アイテム・LIMITED
レアリティ
C
収録商品
ブースターパック「ブルーミングレディアンス」
スタートデッキ「ときのそら＆AZKi」
スタートデッキ 青 猫又おかゆ
スタートデッキ 紫 癒月ちょこ
スタートデッキ FLOW GLOW 推し 虎金妃笑虎
能力テキスト
このカードは、自分のステージのエール1枚をアーカイブしなければ使えない。
自分のデッキから、Buzz以外の[1stホロメンか2ndホロメン]１枚を公開し、手札に加える。そしてデッキをシャッフルする。
LIMITED：ターンに1枚しか使えない。
イラストレーター名：
JinArt KABAKURA
カードナンバー：
hSD01-019"
hSD03,hSD03-001,猫又おかゆ,https://hololive-official-cardgame.com/cardlist/?id=239&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD03/hSD03-001_OC.png,2024年12月20日(金),スタートデッキ 青 猫又おかゆ,イラストレーター名：松尾 省吾カードナンバー：hSD03-001,0,,"カードタイプ
推しホロメン
レアリティ
OC
収録商品
スタートデッキ 青 猫又おかゆ
色
LIFE
5
推しスキル
[ホロパワー：2消費]
ブルーマイク
[ターンに1回]このターンの間、自分の青センターホロメンのアーツ+20。
SP推しスキル
[ホロパワー：1消費]
バックショット
[ゲームに1回]自分のステージのホロメンが相手のバックホロメンにダメージを与えた時に使える：その相手のバックホロメン1人に特殊ダメージ50を与える。
イラストレーター名：
松尾 省吾
カードナンバー：
hSD03-001"
hSD03,hSD03-002,猫又おかゆ,https://hololive-official-cardgame.com/cardlist/?id=240&%2Fcardlist%2Fcardsearch_ex=&expansion=hSD03&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hSD03/hSD03-002_C.png,2024年12月20日(金),スタートデッキ 青 猫又おかゆ,カードナンバー：hSD03-002,0,,"カードタイプ
ホロメン
タグ
#JP
#ゲーマーズ
#ケモミミ
レアリティ
C
収録商品
スタートデッキ 青 猫又おかゆ
色
HP
100
Bloomレベル
Debut
バトンタッチ
アーツ
もぐもぐ～おかゆ～　30
エクストラ
このホロメンはデッキに何枚でも入れられる
カードナンバー：
hSD03-002"
